,university,journal,issn,access,notes
333,brandon-cleaned,CRUSTACEANA,0011-216X,1,
334,brandon-cleaned,CRYPTOGAMIE BRYOLOGIE,1290-0796,0,
335,brandon-cleaned,CRYPTOGAMIE MYCOLOGIE,0181-1584,0,
336,brandon-cleaned,CUADERNOS DE BIOETICA,1132-1989,1,
337,brandon-cleaned,CUADERNOS DE INVESTIGACION GEOGRAFICA,0211-6820,1,
338,brandon-cleaned,CUBAN JOURNAL OF AGRICULTURAL SCIENCE,0864-0408,0,
339,brandon-cleaned,CULTURAL ANTHROPOLOGY,0886-7356,1,
340,brandon-cleaned,CURRENT ANTHROPOLOGY,0011-3204,1,
341,brandon-cleaned,CURRENT BIOLOGY,0960-9822,0,
342,brandon-cleaned,CURRENT FORESTRY REPORTS,2198-6436,0,
343,brandon-cleaned,CURRENT ISSUES IN TOURISM,1368-3500,0,
344,brandon-cleaned,CURRENT OPINION IN BEHAVIORAL SCIENCES,2352-1546,0,
345,brandon-cleaned,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1877-3435,0,
346,brandon-cleaned,CURRENT OPINION IN INSECT SCIENCE,2214-5745,0,
347,brandon-cleaned,CURRENT OPINION IN MICROBIOLOGY,1369-5274,1,
348,brandon-cleaned,CURRENT SCIENCE,0011-3891,1,
349,brandon-cleaned,CURRENT SOCIOLOGY,0011-3921,1,
350,brandon-cleaned,CURRENT ZOOLOGY,1674-5507,0,
351,brandon-cleaned,CUSTOS E AGRONEGOCIO ON LINE,1808-2882,1,
352,brandon-cleaned,DATA IN BRIEF,2352-3409,1,
353,brandon-cleaned,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,0967-0637,1,
354,brandon-cleaned,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,0967-0645,1,
355,brandon-cleaned,DENDROBIOLOGY,1641-1307,1,
356,brandon-cleaned,DESALINATION,0011-9164,1,
357,brandon-cleaned,DESALINATION AND WATER TREATMENT,1944-3994,0,
358,brandon-cleaned,DESENVOLVIMENTO E MEIO AMBIENTE,1518-952X,0,
359,brandon-cleaned,DEVELOPMENT AND CHANGE,0012-155X,1,
360,brandon-cleaned,DEVELOPMENT POLICY REVIEW,0950-6764,1,
361,brandon-cleaned,DEVELOPMENT SOUTHERN AFRICA,0376-835X,1,
362,brandon-cleaned,DIATOM RESEARCH,0269-249X,0,
363,brandon-cleaned,DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,0971-3514,0,
364,brandon-cleaned,DISASTER ADVANCES,0974-262X,0,
365,brandon-cleaned,DISASTER PREVENTION AND MANAGEMENT,0965-3562,0,
366,brandon-cleaned,DISASTERS,0361-3666,1,
367,brandon-cleaned,DISEASES OF AQUATIC ORGANISMS,0177-5103,0,
368,brandon-cleaned,DIVERSITY AND DISTRIBUTIONS,1366-9516,1,
369,brandon-cleaned,EARTH-SCIENCE REVIEWS,0012-8252,1,
370,brandon-cleaned,EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,1755-6910,0,
371,brandon-cleaned,EARTH INTERACTIONS,1087-3562,1,
372,brandon-cleaned,EARTHS FUTURE,2328-4277,1,
373,brandon-cleaned,ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,2073-106X,0,
374,brandon-cleaned,ECOGRAPHY,0906-7590,1,
375,brandon-cleaned,ECOHEALTH,1612-9202,0,
376,brandon-cleaned,ECOHYDROLOGY,1936-0584,0,
377,brandon-cleaned,ECOHYDROLOGY & HYDROBIOLOGY,1642-3593,0,
378,brandon-cleaned,ECOLOGICAL APPLICATIONS,1051-0761,1,
379,brandon-cleaned,ECOLOGICAL COMPLEXITY,1476-945X,1,
380,brandon-cleaned,ECOLOGICAL ECONOMICS,0921-8009,1,
381,brandon-cleaned,ECOLOGICAL ENGINEERING,0925-8574,1,
382,brandon-cleaned,ECOLOGICAL ENTOMOLOGY,0307-6946,1,
383,brandon-cleaned,ECOLOGICAL INDICATORS,1470-160X,1,
384,brandon-cleaned,ECOLOGICAL INFORMATICS,1574-9541,1,
385,brandon-cleaned,ECOLOGICAL MANAGEMENT & RESTORATION,1442-7001,1,
386,brandon-cleaned,ECOLOGICAL MODELLING,0304-3800,1,
387,brandon-cleaned,ECOLOGICAL MONOGRAPHS,0012-9615,1,
388,brandon-cleaned,ECOLOGICAL QUESTIONS,1644-7298,0,
389,brandon-cleaned,ECOLOGICAL RESEARCH,0912-3814,1,
390,brandon-cleaned,ECOLOGICAL RESTORATION,1543-4060,0,
391,brandon-cleaned,ECOLOGY,0012-9658,1,
392,brandon-cleaned,ECOLOGY AND EVOLUTION,2045-7758,1,
393,brandon-cleaned,ECOLOGY AND SOCIETY,1708-3087,1,
394,brandon-cleaned,ECOLOGY LAW QUARTERLY,0046-1121,1,
395,brandon-cleaned,ECOLOGY LETTERS,1461-023X,1,
396,brandon-cleaned,ECOLOGY OF FRESHWATER FISH,0906-6691,1,
397,brandon-cleaned,ECONOMIC AND LABOUR RELATIONS REVIEW,1035-3046,0,
398,brandon-cleaned,ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,2307-0331,1,
399,brandon-cleaned,ECONOMIC BOTANY,0013-0001,1,
400,brandon-cleaned,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,1331-677X,1,
401,brandon-cleaned,ECONOMIC SYSTEMS RESEARCH,0953-5314,1,
402,brandon-cleaned,ECONOMIC THEORY,0938-2259,1,
403,brandon-cleaned,ECOSCIENCE,1195-6860,0,
404,brandon-cleaned,ECOSPHERE,2150-8925,1,
405,brandon-cleaned,ECOSYSTEM HEALTH,1076-2825,1,
406,brandon-cleaned,ECOSYSTEM SERVICES,2212-0416,1,
407,brandon-cleaned,ECOSYSTEMS,1432-9840,0,
408,brandon-cleaned,ECOTOXICOLOGY,0963-9292,0,
409,brandon-cleaned,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,1,
410,brandon-cleaned,ECOTROPICA,0949-3026,1,
411,brandon-cleaned,EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES,1110-9823,0,
412,brandon-cleaned,EKOLOGIA-BRATISLAVA,1335-342X,0,
413,brandon-cleaned,EKOLOJI,1300-1361,1,
414,brandon-cleaned,ELEMENTA-SCIENCE OF THE ANTHROPOCENE,2325-1026,1,
415,brandon-cleaned,EMERGING INFECTIOUS DISEASES,1080-6040,1,
416,brandon-cleaned,EMU,0158-4197,0,
417,brandon-cleaned,ENDANGERED SPECIES RESEARCH,1863-5407,0,
418,brandon-cleaned,ENERGY AND BUILDINGS,0378-7788,1,
419,brandon-cleaned,ENERGY CONVERSION AND MANAGEMENT,0196-8904,1,
420,brandon-cleaned,ENERGY ECONOMICS,0140-9883,1,
421,brandon-cleaned,ENERGY POLICY,0301-4215,1,
422,brandon-cleaned,ENERGY RESEARCH & SOCIAL SCIENCE,2214-6296,0,
423,brandon-cleaned,ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS,1556-7036,0,
424,brandon-cleaned,ENGENHARIA AGRICOLA,0100-6916,0,
425,brandon-cleaned,ENGINEERING,2095-8099,0,
426,brandon-cleaned,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0952-1976,1,
427,brandon-cleaned,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,0013-8703,1,
428,brandon-cleaned,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,0898-5626,1,
429,brandon-cleaned,ENVIRONMENT,0013-9157,1,
430,brandon-cleaned,ENVIRONMENT AND BEHAVIOR,0013-9165,1,
431,brandon-cleaned,ENVIRONMENT AND DEVELOPMENT ECONOMICS,1355-770X,0,
432,brandon-cleaned,ENVIRONMENT AND HISTORY,0967-3407,0,
433,brandon-cleaned,ENVIRONMENT AND PLANNING A,0308-518X,0,
434,brandon-cleaned,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,0265-8135,0,
435,brandon-cleaned,ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY,0263-774X,0,
436,brandon-cleaned,ENVIRONMENT AND SOCIETY-ADVANCES IN RESEARCH,2150-6779,0,
437,brandon-cleaned,ENVIRONMENT AND URBANIZATION,0956-2478,1,
438,brandon-cleaned,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1387-585X,0,
439,brandon-cleaned,ENVIRONMENT INTERNATIONAL,0160-4120,1,
440,brandon-cleaned,ENVIRONMENTAL & RESOURCE ECONOMICS,0924-6460,0,
441,brandon-cleaned,ENVIRONMENTAL AND PLANNING LAW JOURNAL,0813-300X,0,
442,brandon-cleaned,ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909,0,
443,brandon-cleaned,ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE,1752-4032,0,
444,brandon-cleaned,ENVIRONMENTAL CONSERVATION,0376-8929,0,
445,brandon-cleaned,ENVIRONMENTAL DEVELOPMENT,2211-4645,0,
446,brandon-cleaned,ENVIRONMENTAL EARTH SCIENCES,1866-6280,0,
447,brandon-cleaned,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,1582-9596,0,
448,brandon-cleaned,ENVIRONMENTAL ENGINEERING SCIENCE,1092-8758,0,
449,brandon-cleaned,ENVIRONMENTAL ENTOMOLOGY,0046-225X,1,
450,brandon-cleaned,ENVIRONMENTAL ETHICS,0163-4275,1,
451,brandon-cleaned,ENVIRONMENTAL FORENSICS,1527-5922,1,
452,brandon-cleaned,ENVIRONMENTAL GEOLOGY,0943-0105,0,
453,brandon-cleaned,ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS,1747-7891,0,
454,brandon-cleaned,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1,
455,brandon-cleaned,ENVIRONMENTAL HISTORY,1084-5453,0,
456,brandon-cleaned,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,0195-9255,1,
457,brandon-cleaned,ENVIRONMENTAL MANAGEMENT,0364-152X,1,
458,brandon-cleaned,ENVIRONMENTAL MICROBIOLOGY REPORTS,1758-2229,1,
459,brandon-cleaned,ENVIRONMENTAL MODELING & ASSESSMENT,1420-2026,0,
460,brandon-cleaned,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,1,
461,brandon-cleaned,ENVIRONMENTAL MONITORING AND ASSESSMENT,0167-6369,0,
462,brandon-cleaned,ENVIRONMENTAL POLICY AND GOVERNANCE,1756-932X,0,
463,brandon-cleaned,ENVIRONMENTAL POLITICS,0964-4016,1,
464,brandon-cleaned,ENVIRONMENTAL POLLUTION,0269-7491,1,
465,brandon-cleaned,ENVIRONMENTAL PRACTICE,1466-0466,0,
466,brandon-cleaned,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,1944-7442,0,
467,brandon-cleaned,ENVIRONMENTAL RESEARCH,0013-9351,1,
468,brandon-cleaned,ENVIRONMENTAL RESEARCH LETTERS,1748-9326,0,
469,brandon-cleaned,ENVIRONMENTAL REVIEWS,1208-6053,0,
470,brandon-cleaned,ENVIRONMENTAL SCIENCE & POLICY,1462-9011,1,
471,brandon-cleaned,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1,
472,brandon-cleaned,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,0,
473,brandon-cleaned,ENVIRONMENTAL SOCIOLOGY,2325-1042,1,
474,brandon-cleaned,ENVIRONMENTAL TECHNOLOGY,0959-3330,0,
475,brandon-cleaned,ENVIRONMENTAL TECHNOLOGY & INNOVATION,2352-1864,0,
476,brandon-cleaned,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0730-7268,0,
477,brandon-cleaned,ENVIRONMENTAL VALUES,0963-2719,0,
478,brandon-cleaned,ENVIRONMETRICS,1180-4009,0,
479,brandon-cleaned,EPIDEMIOLOGY AND INFECTION,0950-2688,0,
480,brandon-cleaned,EPISODES,0705-3797,1,
481,brandon-cleaned,ERDKUNDE,0014-0015,1,
482,brandon-cleaned,ESTUARIES,0160-8347,1,
483,brandon-cleaned,ESTUARIES AND COASTS,1559-2723,0,
484,brandon-cleaned,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1,
485,brandon-cleaned,ETHNOBIOLOGY LETTERS,2159-8126,1,
486,brandon-cleaned,EUPHYTICA,0014-2336,0,
487,brandon-cleaned,EUROPE-ASIA STUDIES,0966-8136,1,
488,brandon-cleaned,EUROPEAN COUNTRYSIDE,1803-8417,1,
489,brandon-cleaned,EUROPEAN JOURNAL OF AGRONOMY,1161-0301,1,
490,brandon-cleaned,EUROPEAN JOURNAL OF EDUCATION,0141-8211,1,
491,brandon-cleaned,EUROPEAN JOURNAL OF FOREST RESEARCH,1612-4669,0,
492,brandon-cleaned,EUROPEAN JOURNAL OF INTERNATIONAL LAW,0938-5428,0,
493,brandon-cleaned,EUROPEAN JOURNAL OF PHYCOLOGY,0967-0262,1,
494,brandon-cleaned,EUROPEAN JOURNAL OF PLANT PATHOLOGY,0929-1873,0,
495,brandon-cleaned,EUROPEAN JOURNAL OF PROTISTOLOGY,0932-4739,1,
496,brandon-cleaned,EUROPEAN JOURNAL OF SOIL BIOLOGY,1164-5563,1,
497,brandon-cleaned,EUROPEAN JOURNAL OF SOIL SCIENCE,1351-0754,1,
498,brandon-cleaned,EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,2239-5938,0,
499,brandon-cleaned,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1612-4642,0,
500,brandon-cleaned,EUROPEAN PLANNING STUDIES,0965-4313,1,
501,brandon-cleaned,EUROPEAN ZOOLOGICAL JOURNAL,2475-0263,0,
502,brandon-cleaned,EVIDENCE & POLICY,1744-2648,0,
503,brandon-cleaned,EVOLUTION,0014-3820,1,
504,brandon-cleaned,EVOLUTIONARY APPLICATIONS,1752-4571,1,
505,brandon-cleaned,EVOLUTIONARY ECOLOGY,0269-7653,0,
506,brandon-cleaned,EVOLUTIONARY ECOLOGY RESEARCH,1522-0613,0,
507,brandon-cleaned,EXPERIMENTAL AGRICULTURE,0014-4797,0,
508,brandon-cleaned,EXPERIMENTAL AND APPLIED ACAROLOGY,0168-8162,0,
509,brandon-cleaned,EXTREMOPHILES,1431-0651,0,
510,brandon-cleaned,FEMS MICROBIOLOGY LETTERS,0378-1097,1,
511,brandon-cleaned,FIELD CROPS RESEARCH,0378-4290,1,
512,brandon-cleaned,FISH AND FISHERIES,1467-2960,1,
513,brandon-cleaned,FISHERIES,0363-2415,1,
514,brandon-cleaned,FISHERIES MANAGEMENT AND ECOLOGY,0969-997X,1,
515,brandon-cleaned,FISHERIES OCEANOGRAPHY,1054-6006,1,
516,brandon-cleaned,FISHERIES RESEARCH,0165-7836,1,
517,brandon-cleaned,FISHERIES SCIENCE,0919-9268,1,
518,brandon-cleaned,FISHERY BULLETIN,0090-0656,0,
519,brandon-cleaned,FLORA,0367-2530,1,
520,brandon-cleaned,FLORESTA E AMBIENTE,2179-8087,0,
521,brandon-cleaned,FLORIDA ENTOMOLOGIST,0015-4040,1,
522,brandon-cleaned,FOLIA GEOBOTANICA,1211-9520,1,
523,brandon-cleaned,FOLIA PRIMATOLOGICA,0015-5713,0,
524,brandon-cleaned,FOLIA ZOOLOGICA,0139-7893,0,
525,brandon-cleaned,FOOD CONTROL,0956-7135,1,
526,brandon-cleaned,FOOD POLICY,0306-9192,1,
527,brandon-cleaned,FOOD RESEARCH INTERNATIONAL,0963-9969,1,
528,brandon-cleaned,FOOD SECURITY,1876-4517,0,
529,brandon-cleaned,FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,1875-1768,1,
530,brandon-cleaned,FOREST AND SOCIETY,2549-4724,0,
531,brandon-cleaned,FOREST ECOLOGY AND MANAGEMENT,0378-1127,1,
532,brandon-cleaned,FOREST PATHOLOGY,1437-4781,1,
533,brandon-cleaned,FOREST POLICY AND ECONOMICS,1389-9341,1,
534,brandon-cleaned,FOREST SCIENCE,0015-749X,0,
535,brandon-cleaned,FOREST SYSTEMS,2171-5068,0,
536,brandon-cleaned,FORESTRY,0015-752X,0,
537,brandon-cleaned,FORESTRY CHRONICLE,0015-7546,0,
538,brandon-cleaned,FORSTWISSENSCHAFTLICHES CENTRALBLATT,0015-8003,0,
539,brandon-cleaned,FORUM FOR DEVELOPMENT STUDIES,0803-9410,0,
540,brandon-cleaned,FRESENIUS ENVIRONMENTAL BULLETIN,1018-4619,1,
541,brandon-cleaned,FRESHWATER BIOLOGY,0046-5070,1,
542,brandon-cleaned,FRESHWATER SCIENCE,2161-9549,0,
543,brandon-cleaned,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,1,
544,brandon-cleaned,FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING,2095-7505,0,
545,brandon-cleaned,FRONTIERS OF EARTH SCIENCE,2095-0195,0,
546,brandon-cleaned,FUNCTIONAL ECOLOGY,0269-8463,1,
547,brandon-cleaned,FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,0,
548,brandon-cleaned,FUNGAL BIOLOGY REVIEWS,1749-4613,0,
549,brandon-cleaned,FUNGAL ECOLOGY,1754-5048,0,
550,brandon-cleaned,FUTURES,0016-3287,1,
551,brandon-cleaned,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,0940-5550,0,
552,brandon-cleaned,GENDER PLACE AND CULTURE,0966-369X,1,
553,brandon-cleaned,GENERAL AND COMPARATIVE ENDOCRINOLOGY,0016-6480,1,
554,brandon-cleaned,GENES & GENOMICS,1976-9571,0,
555,brandon-cleaned,GENETIC RESOURCES AND CROP EVOLUTION,0925-9864,0,
556,brandon-cleaned,GENETICS AND MOLECULAR RESEARCH,1676-5680,1,
557,brandon-cleaned,GENOME,0831-2796,1,
558,brandon-cleaned,GEO-GEOGRAPHY AND ENVIRONMENT,2054-4049,1,
559,brandon-cleaned,GEOCARTO INTERNATIONAL,1010-6049,0,
560,brandon-cleaned,GEODERMA,0016-7061,1,
561,brandon-cleaned,GEOFORUM,0016-7185,1,
562,brandon-cleaned,GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY,0016-7223,0,
563,brandon-cleaned,GEOGRAPHICAL JOURNAL,0016-7398,1,
564,brandon-cleaned,GEOGRAPHICAL RESEARCH,1745-5863,1,
565,brandon-cleaned,GEOGRAPHICAL REVIEW,0016-7428,1,
566,brandon-cleaned,GEOHEALTH,2471-1403,1,
567,brandon-cleaned,GEOJOURNAL,0343-2521,0,
568,brandon-cleaned,GEOLOGICA CARPATHICA,1335-0552,0,
569,brandon-cleaned,GEOLOGY,0091-7613,0,
570,brandon-cleaned,GEOMORPHOLOGY,0169-555X,1,
571,brandon-cleaned,GEOPHYSICAL RESEARCH LETTERS,0094-8276,0,
572,brandon-cleaned,GEOSPATIAL HEALTH,1827-1987,0,
573,brandon-cleaned,GEOTHERMICS,0375-6505,1,
574,brandon-cleaned,GISCIENCE & REMOTE SENSING,1548-1603,0,
575,brandon-cleaned,GLOBAL AND PLANETARY CHANGE,0921-8181,1,
576,brandon-cleaned,GLOBAL CHANGE BIOLOGY,1354-1013,1,
577,brandon-cleaned,GLOBAL CHANGE BIOLOGY BIOENERGY,1757-1693,0,
578,brandon-cleaned,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1,
579,brandon-cleaned,GLOBAL ECOLOGY AND CONSERVATION,2351-9894,1,
580,brandon-cleaned,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1,
581,brandon-cleaned,GLOBAL ENVIRONMENTAL POLITICS,1526-3800,1,
582,brandon-cleaned,GLOBAL FOOD SECURITY-AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT,2211-9124,1,
583,brandon-cleaned,GLOBAL POLICY,1758-5880,0,
584,brandon-cleaned,GRASS AND FORAGE SCIENCE,0142-5242,1,
585,brandon-cleaned,GRASSLAND SCIENCE,1744-6961,0,
586,brandon-cleaned,GRIFFITH LAW REVIEW,1038-3441,0,
587,brandon-cleaned,GROUND WATER,0017-467X,0,
588,brandon-cleaned,HABITAT INTERNATIONAL,0197-3975,1,
589,brandon-cleaned,HARMFUL ALGAE,1568-9883,1,
590,brandon-cleaned,HARVARD ENVIRONMENTAL LAW REVIEW,0147-8257,1,
591,brandon-cleaned,HELIYON,2405-8440,1,
592,brandon-cleaned,HERALD OF AN ARCHIVIST,2073-0101,0,
593,brandon-cleaned,HEREDITY,0018-067X,1,
594,brandon-cleaned,HERPETOLOGICA,0018-0831,1,
595,brandon-cleaned,HERPETOLOGICAL CONSERVATION AND BIOLOGY,2151-0733,0,
596,brandon-cleaned,HERPETOLOGICAL JOURNAL,0268-0130,1,
597,brandon-cleaned,HERPETOZOA,1013-4425,0,
598,brandon-cleaned,HISTORICAL RECORDS OF AUSTRALIAN SCIENCE,0727-3061,0,
599,brandon-cleaned,HISTORICAL STUDIES IN THE NATURAL SCIENCES,1939-1811,0,
600,brandon-cleaned,HOLOCENE,0959-6836,1,
601,brandon-cleaned,HORTSCIENCE,0018-5345,0,
602,brandon-cleaned,HORTTECHNOLOGY,1063-0198,0,
603,brandon-cleaned,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039,1,
604,brandon-cleaned,HUMAN DIMENSIONS OF WILDLIFE,1087-1209,1,
605,brandon-cleaned,HUMAN ECOLOGY,0300-7839,1,
606,brandon-cleaned,HUMAN ECOLOGY REVIEW,1074-4827,0,
607,brandon-cleaned,HUMAN ORGANIZATION,0018-7259,0,
608,brandon-cleaned,HUMAN RIGHTS QUARTERLY,0275-0392,1,
609,brandon-cleaned,HYDROBIOLOGIA,0018-8158,1,
610,brandon-cleaned,HYDROGEOLOGY JOURNAL,1431-2174,0,
611,brandon-cleaned,HYDROLOGICAL PROCESSES,0885-6087,0,
612,brandon-cleaned,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,0262-6667,0,
613,brandon-cleaned,HYDROLOGY RESEARCH,0029-1277,0,
614,brandon-cleaned,HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY,0887-5367,1,
615,brandon-cleaned,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,0394-1914,0,
616,brandon-cleaned,IBIS,0019-1019,0,
617,brandon-cleaned,ICES JOURNAL OF MARINE SCIENCE,1054-3139,1,
618,brandon-cleaned,IDOJARAS,0324-6329,0,
619,brandon-cleaned,IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,0265-5012,0,
620,brandon-cleaned,IEEE JOURNAL OF OCEANIC ENGINEERING,0364-9059,0,
621,brandon-cleaned,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,1939-1404,0,
622,brandon-cleaned,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,1545-5955,0,
623,brandon-cleaned,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0196-2892,0,
624,brandon-cleaned,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1551-3203,0,
625,brandon-cleaned,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,1083-4427,0,
626,brandon-cleaned,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,2168-2216,0,
627,brandon-cleaned,IFAC PAPERSONLINE,2405-8963,0,
628,brandon-cleaned,IFOREST-BIOGEOSCIENCES AND FORESTRY,1971-7458,1,
629,brandon-cleaned,IHERINGIA SERIE ZOOLOGIA,0073-4721,0,
630,brandon-cleaned,ILAR JOURNAL,1084-2020,0,
631,brandon-cleaned,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,1054-5476,1,
632,brandon-cleaned,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,0019-5022,0,
633,brandon-cleaned,INDIAN JOURNAL OF ANIMAL SCIENCES,0367-8318,0,
634,brandon-cleaned,INDIAN JOURNAL OF GEO-MARINE SCIENCES,0379-5136,1,
635,brandon-cleaned,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,0972-5938,0,
636,brandon-cleaned,INDO AMERICAN JOURNAL OF PHARMACEUTICAL SCIENCES,2349-7750,1,
637,brandon-cleaned,INDOOR AND BUILT ENVIRONMENT,1420-326X,0,
638,brandon-cleaned,INDUSTRIAL CROPS AND PRODUCTS,0926-6690,1,
639,brandon-cleaned,INFECTION GENETICS AND EVOLUTION,1567-1348,1,
640,brandon-cleaned,INFOR,0315-5986,1,
641,brandon-cleaned,INFRARED PHYSICS & TECHNOLOGY,1350-4495,1,
642,brandon-cleaned,INLAND WATERS,2044-2041,0,
643,brandon-cleaned,INNOVATION-THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH,1351-1610,1,
644,brandon-cleaned,INSECT CONSERVATION AND DIVERSITY,1752-458X,0,
645,brandon-cleaned,INSECT SCIENCE,1672-9609,0,
646,brandon-cleaned,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,0,
647,brandon-cleaned,INTEGRATIVE AND COMPARATIVE BIOLOGY,1540-7063,1,
648,brandon-cleaned,INTEGRATIVE ZOOLOGY,1749-4877,0,
649,brandon-cleaned,INTERCIENCIA,0378-1844,0,
650,brandon-cleaned,INTERFACE FOCUS,2042-8898,0,
651,brandon-cleaned,INTERNATIONAL AFFAIRS,0020-5850,1,
652,brandon-cleaned,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1,
653,brandon-cleaned,INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS,1567-9764,0,
654,brandon-cleaned,INTERNATIONAL FEMINIST JOURNAL OF POLITICS,1461-6742,1,
655,brandon-cleaned,INTERNATIONAL FORESTRY REVIEW,1465-5489,0,
656,brandon-cleaned,INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519,1,
657,brandon-cleaned,INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,2213-2244,1,
658,brandon-cleaned,INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH,0976-2612,0,
659,brandon-cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL AND BIOLOGICAL ENGINEERING,1934-6344,0,
660,brandon-cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL AND STATISTICAL SCIENCES,0973-1903,0,
661,brandon-cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,1473-5903,0,
662,brandon-cleaned,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,1560-8530,0,
663,brandon-cleaned,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,1569-8432,0,
664,brandon-cleaned,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,0020-7128,0,
665,brandon-cleaned,INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH,1239-9736,0,
666,brandon-cleaned,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418,1,
667,brandon-cleaned,INTERNATIONAL JOURNAL OF CONSERVATION SCIENCE,2067-533X,0,
668,brandon-cleaned,INTERNATIONAL JOURNAL OF DIGITAL EARTH,1753-8947,0,
669,brandon-cleaned,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,2212-4209,1,
670,brandon-cleaned,INTERNATIONAL JOURNAL OF ECOLOGICAL ECONOMICS & STATISTICS,0973-1385,0,
